2023-05-22T10:19:48.275+0800	[34mINFO[0m	mlink/hub.go:84	[elapsed 117.904501ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-22 10:19:48.158' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T18:54:27.484+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 120.637282ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 18:54:27.364' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T18:54:27.756+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 61.163877ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T18:54:27.883+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 126.415913ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T18:57:47.234+0800	[33mWARN[0m	runtime/asm_amd64.s:1598	与中心端的连接已断开
2023-05-23T18:57:47.380+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 146.083911ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 18:57:47.234' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T18:57:47.380+0800	[34mINFO[0m	runtime/proc.go:250	程序运行结束
2023-05-23T18:57:49.444+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 111.096644ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 18:57:49.333' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T18:57:50.454+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 55.685335ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T18:57:50.575+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 120.165827ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:00:57.359+0800	[33mWARN[0m	runtime/asm_amd64.s:1598	与中心端的连接已断开
2023-05-23T19:00:57.359+0800	[34mINFO[0m	runtime/asm_amd64.s:1598	正在准备重试连接中心端
2023-05-23T19:00:57.360+0800	[33mWARN[0m	telecom/client.go:53	dial [tls://172.31.61.168:8081 host/servername: local.eastmoney.com] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:00:58.361+0800	[33mWARN[0m	telecom/client.go:53	dial [tcp://172.31.61.168:8081 host/servername: 172.31.61.168] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:00:59.362+0800	[33mWARN[0m	telecom/client.go:53	dial [tls://172.31.61.168:8081 host/servername: local.eastmoney.com] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:01:00.362+0800	[33mWARN[0m	telecom/client.go:53	dial [tcp://172.31.61.168:8081 host/servername: 172.31.61.168] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:01:01.363+0800	[33mWARN[0m	telecom/client.go:53	dial [tls://172.31.61.168:8081 host/servername: local.eastmoney.com] 失败：tls: first record does not look like a TLS handshake
2023-05-23T19:01:02.424+0800	[34mINFO[0m	runtime/asm_amd64.s:1598	重新连接中心端成功
2023-05-23T19:01:10.204+0800	[34mINFO[0m	service/task.go:41	[elapsed 55.057509ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:01:12.845+0800	[34mINFO[0m	service/substance.go:30	[elapsed 56.830297ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:01:12.931+0800	[34mINFO[0m	service/substance.go:47	[elapsed 85.764499ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:01:47.245+0800	[34mINFO[0m	service/task.go:41	[elapsed 53.606696ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:01:58.017+0800	[34mINFO[0m	service/task.go:41	[elapsed 53.396375ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:02:58.114+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:02:58.115+0800	[31mERROR[0m	service/substance.go:30	[elapsed 259.797µs, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
github.com/vela-ssoc/vela-broker/app/service.(*substanceService).Compare
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/substance.go:30
github.com/vela-ssoc/vela-broker/app/service.(*syncTask).run
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/task.go:99
github.com/vela-ssoc/vela-broker/app/service.(*syncTask).Run
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/task.go:89
github.com/vela-ssoc/vela-common-mb/taskpool.(*poolExecutor).call
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-common-mb/taskpool/pool.go:70
github.com/vela-ssoc/vela-common-mb/taskpool.(*poolExecutor).worker
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-common-mb/taskpool/pool.go:64
2023-05-23T19:02:58.233+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 118.25194ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:02:58.115' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:03:11.067+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 55.847428ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:03:11.188+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 121.304193ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:03:18.147+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:03:18.264+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 117.524589ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:03:18.147' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:03:18.617+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 57.146171ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:03:18.735+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 117.366895ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:03:24.593+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:03:24.712+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 118.542248ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:03:24.594' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:03:30.094+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 57.204801ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:03:30.224+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 128.617292ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:03:46.291+0800	[33mWARN[0m	runtime/asm_amd64.s:1598	与中心端的连接已断开
2023-05-23T19:03:46.414+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 123.48307ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:03:46.291' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:03:46.414+0800	[34mINFO[0m	runtime/proc.go:250	程序运行结束
2023-05-23T19:03:47.798+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 116.508ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:03:47.682' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:03:47.986+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 57.898232ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:03:48.125+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 138.623264ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:03:56.006+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:03:56.126+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 119.720461ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:03:56.006' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:04:01.414+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 57.637131ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:04:01.533+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 118.608112ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:05:18.616+0800	[34mINFO[0m	service/task.go:41	[elapsed 57.91167ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:05:25.638+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.737127ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:05:29.030+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.347651ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:05:31.802+0800	[34mINFO[0m	service/substance.go:30	[elapsed 57.311813ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:05:31.863+0800	[34mINFO[0m	service/substance.go:47	[elapsed 60.587486ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:05:32.922+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.4406ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:05:32.980+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.061797ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:05:33.497+0800	[34mINFO[0m	service/substance.go:30	[elapsed 57.709713ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:05:33.555+0800	[34mINFO[0m	service/substance.go:47	[elapsed 57.780427ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:05:33.970+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.906435ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:05:34.028+0800	[34mINFO[0m	service/substance.go:47	[elapsed 57.660539ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:05:34.229+0800	[34mINFO[0m	service/task.go:108	[elapsed 126.869834ms, rows 0] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-23T19:07:20.672+0800	[34mINFO[0m	service/task.go:41	[elapsed 55.749948ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:07:24.492+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.111534ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:07:24.550+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.226701ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:08:20.210+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:08:20.332+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 121.156891ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:08:20.211' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:08:20.405+0800	[34mINFO[0m	service/substance.go:30	[elapsed 193.628503ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:08:20.465+0800	[34mINFO[0m	service/substance.go:47	[elapsed 59.594866ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:08:20.527+0800	[34mINFO[0m	service/substance.go:30	[elapsed 61.601338ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:08:20.586+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.902367ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:08:20.645+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.50326ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:08:20.673+0800	[31mERROR[0m	service/substance.go:47	[elapsed 28.288897ms, rows 0] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
github.com/vela-ssoc/vela-broker/app/service.(*substanceService).Compare
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/substance.go:47
github.com/vela-ssoc/vela-broker/app/service.(*syncTask).run
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/task.go:99
github.com/vela-ssoc/vela-broker/app/service.(*syncTask).Run
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-broker/app/service/task.go:89
github.com/vela-ssoc/vela-common-mb/taskpool.(*poolExecutor).call
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-common-mb/taskpool/pool.go:70
github.com/vela-ssoc/vela-common-mb/taskpool.(*poolExecutor).worker
	/home/wzy/Public/Code/golang/src/github.com/ssoc/vela-common-mb/taskpool/pool.go:64
2023-05-23T19:08:41.049+0800	[34mINFO[0m	mlink/hub.go:130	[elapsed 57.870088ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:08:41.170+0800	[34mINFO[0m	mlink/hub.go:238	[elapsed 121.179404ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker' WHERE `minion`.`id` = 168654750021468160
2023-05-23T19:08:49.115+0800	[34mINFO[0m	service/task.go:41	[elapsed 58.089522ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:08:49.189+0800	[34mINFO[0m	service/substance.go:30	[elapsed 59.486345ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:08:49.246+0800	[34mINFO[0m	service/substance.go:47	[elapsed 56.431583ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:08:54.743+0800	[34mINFO[0m	service/substance.go:30	[elapsed 60.177051ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:08:54.803+0800	[34mINFO[0m	service/substance.go:47	[elapsed 59.573048ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:09:17.331+0800	[34mINFO[0m	service/substance.go:30	[elapsed 59.325111ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:09:17.390+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.472294ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:09:18.307+0800	[34mINFO[0m	service/substance.go:30	[elapsed 57.982984ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:09:18.367+0800	[34mINFO[0m	service/substance.go:47	[elapsed 59.540012ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:09:20.303+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.782374ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:09:20.363+0800	[34mINFO[0m	service/substance.go:47	[elapsed 59.807494ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:09:40.726+0800	[34mINFO[0m	service/task.go:108	[elapsed 127.097646ms, rows 0] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-23T19:09:59.262+0800	[34mINFO[0m	service/task.go:41	[elapsed 57.781532ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:09:59.324+0800	[34mINFO[0m	service/substance.go:30	[elapsed 59.87824ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:09:59.382+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.701545ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:10:44.425+0800	[34mINFO[0m	service/substance.go:30	[elapsed 57.621555ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:10:44.482+0800	[34mINFO[0m	service/substance.go:47	[elapsed 57.136112ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:10:46.004+0800	[33mWARN[0m	gateway/join.go:98	minion 节点 172.31.61.150 下线了
2023-05-23T19:10:46.122+0800	[34mINFO[0m	mlink/hub.go:251	[elapsed 117.700723ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:10:46.005' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:10:46.194+0800	[34mINFO[0m	service/substance.go:30	[elapsed 188.954312ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:10:46.254+0800	[34mINFO[0m	service/substance.go:47	[elapsed 60.00591ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:10:46.312+0800	[34mINFO[0m	service/substance.go:30	[elapsed 57.848811ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:10:46.371+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.185285ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:10:46.429+0800	[34mINFO[0m	service/substance.go:30	[elapsed 58.075075ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-23T19:10:46.487+0800	[34mINFO[0m	service/substance.go:47	[elapsed 58.227411ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160 OR `substance`.`id` IN (NULL)
2023-05-23T19:10:46.614+0800	[34mINFO[0m	service/task.go:108	[elapsed 126.481769ms, rows 0] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-23T19:14:58.253+0800	[33mWARN[0m	runtime/asm_amd64.s:1598	与中心端的连接已断开
2023-05-23T19:14:58.367+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 114.268934ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:14:58.254' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:14:58.367+0800	[34mINFO[0m	runtime/proc.go:250	程序运行结束
2023-05-23T19:15:00.423+0800	[34mINFO[0m	mlink/hub.go:282	[elapsed 123.712233ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-23 19:15:00.299' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-23T19:15:35.393+0800	[34mINFO[0m	service/task.go:41	[elapsed 60.759656ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:16:54.447+0800	[34mINFO[0m	service/task.go:41	[elapsed 61.395099ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:18:15.058+0800	[34mINFO[0m	service/task.go:41	[elapsed 61.269057ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
2023-05-23T19:19:13.564+0800	[33mWARN[0m	runtime/asm_amd64.s:1598	与中心端的连接已断开
2023-05-23T19:19:13.565+0800	[34mINFO[0m	runtime/asm_amd64.s:1598	正在准备重试连接中心端
2023-05-23T19:19:13.565+0800	[33mWARN[0m	telecom/client.go:53	dial [tls://172.31.61.168:8081 host/servername: local.eastmoney.com] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:19:14.566+0800	[33mWARN[0m	telecom/client.go:53	dial [tcp://172.31.61.168:8081 host/servername: 172.31.61.168] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:19:15.567+0800	[33mWARN[0m	telecom/client.go:53	dial [tls://172.31.61.168:8081 host/servername: local.eastmoney.com] 失败：dial tcp 172.31.61.168:8081: connect: connection refused
2023-05-23T19:19:16.628+0800	[34mINFO[0m	runtime/asm_amd64.s:1598	重新连接中心端成功
2023-05-23T19:20:37.249+0800	[34mINFO[0m	service/task.go:41	[elapsed 60.910216ms, rows 1] SELECT `minion`.`inet` FROM `minion` WHERE `minion`.`id` = 168654750021468160 ORDER BY `minion`.`id` LIMIT 1
